,name,category,subcategory,price,created_at,purchase_opportunity,description
81,Waldon Indoor/Outdoor Pillow,New Arrivals,New Outdoor,128.0,2020-10-14 08:50:59-06:00,Yes,"One of our most unique pillows, the Waldon Indoor / Outdoor Pillow has a gradient, tone-on-tone pattern of bold and hazy stripes. In a palette of gray, black, and cream, this neutral pillow brings striking detail to your outdoor furniture. Crafted to be both soft to the touch and weather resistant, this pillow is as durable and versatile as it is beautiful."
82,Shasta Outdoor Chair,New Arrivals,New Outdoor,700.0,2020-12-18 14:32:46-07:00,Yes,"With a versatile design crafted from modern materials, the Shasta Chair works both indoors or out. Crafted from teak and finished in either a washed brown or weathered gray, the sand colored UV resistant cushion refreshes this traditional yet streamlined chair."
83,Elowyn Outdoor Dining Table,New Arrivals,New Outdoor,2600.0,2020-09-09 11:00:05-06:00,Yes,"Designed with the high-quality teak wood, the Elowyn Outdoor Dining Table is an all-weather dining piece created to be both durable and beautiful. With a stunning tabletop of teak wood paneling, this piece has an inviting, coastal feel."
84,Granada Indoor / Outdoor Rug,New Arrivals,New Outdoor,175.0,2019-10-04 13:23:37-06:00,Yes,"Sophisticated with a modern touch, the Granada Rug makes its presence known wherever it’s placed. Anchoring your living room design, or adding dimensional texture to your patio furniture, its unique woven pattern lends subtle contrast without overwhelming your space. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
85,Paley Indoor/Outdoor Pillow,New Arrivals,New Outdoor,88.0,2021-05-19 15:34:14-06:00,Yes,"In a neutral palette and casual design, the Paley Indoor / Outdoor Pillow brings softness and comfort to outdoor lounging. Crafted from all-performance fabric and given a non-removable 100% polyester fill, the Paley pillow gives a layer of practical comfort to your space, regardless of the weather."
86,Maven Indoor / Outdoor Rug,New Arrivals,New Outdoor,79.99,2020-07-16 12:00:22-06:00,Yes,"﻿With contrasting hues of dark gray and white, the Maven Indoor / Outdoor Rug uses crossed lines to direct the eye and give a feeling of containment and cohesion to the rug. Made on a loom using recycled polyester, the Maven Indoor / Outdoor Rug is soft to the touch and has no pile, making it easy to clean and ideal for high-traffic or outdoor areas. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
87,Whitewashed Ridge Pots,New Arrivals,New Outdoor,20.0,2020-02-26 15:25:52-07:00,Yes,"Our Whitewashed Ridge Pots feature a rich uneven texture and matte glaze for unprecedented dimension. Crafted to stand the test of time, these pots look good either indoors or out and are the perfect accent for your favorite greenery!"
88,Wendling Outdoor Chair,New Arrivals,New Outdoor,850.0,2021-03-15 12:51:16-06:00,Yes,"Charmingly detailed with a woven design and gently curved backing, the Wendling Outdoor Chair brings the beauty of indoor dining outdoors. Crafted to embrace sunny days and offer comfort while playing, the Wendling is a gorgeous addition to patios and porches."
89,Berdine Teak Outdoor Coffee Table,New Arrivals,New Outdoor,1510.0,2020-09-09 11:12:27-06:00,Yes,"Streamlined and sophisticated with an added coastal feel, the Berdine Teak Outdoor Coffee Table makes the most of both function and form. Crafted from durable, high-quality teak and finished with a detailed wicker bar, this table is easy to mix with existing outdoor furniture, while completing your space with a more modern, transitional look."
90,Somerset Bread Board,New Arrivals,New Outdoor,115.0,2018-08-16 10:22:53-06:00,Yes,"Designed by us, and made in Hungary, the Somerset Bread Boards are antique-inspired and artisan crafted.  Each is made from 19th-century European hardwood and 100% sustainable. Hand finished with mineral oil and natural knots and markings in the wood mean each is one-of-kind.
Our cutting boards are finished with organic mineral oils that are food safe and FDA approved. Without the oil, the board will be lighter. To keep your cutting boards in good condition, oil them often. Do not use harsh or abrasive products when washing this item. 
This item is artisan-crafted from reclaimed European hardwood and may have knots, cracks, and other markings that are not considered to be defective."
91,Jamestown Stripe Indoor / Outdoor Rug,New Arrivals,New Outdoor,39.99,2019-01-10 10:12:51-07:00,Yes,"Our Jamestown rug is handwoven in India from recycled materials by skilled artisans. While crafted to withstand the outdoor elements, its cotton feel and look makes it comfortable and pretty enough for indoor spaces too! We designed its deep green stripes to beautifully layer with a doormat or set the tone with outdoor furniture on top. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
92,Burgos Indoor / Outdoor Reversible Rug,New Arrivals,New Outdoor,69.99,2019-10-04 13:23:37-06:00,Yes,"Crafted with an unmatched versatility in mind, the Burgos Rug gives you two looks in one with its reversible design. Anchoring your living room or your patio space, its durable, high-quality construction stands up to even the most robust wear and tear. 

Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
93,Leather & Brass Napkin Rings (Set of 4),New Arrivals,New Outdoor,20.0,2020-02-26 15:15:20-07:00,Yes,"Featuring a cool gray hue, these napkin rings may be small, but they make the most of it with their chic material mix. Crafted from leather, and finished with a brass button, these rings complement your indoor or outdoor dining space with ease."
94,Wembley Outdoor Lounge Chair,New Arrivals,New Outdoor,1800.0,2020-12-18 14:32:49-07:00,Yes,"Crafted from teak and finished in a washed brown hue, the smooth curves of the Wembley Outdoor Lounge Chair create an eye-catching moment within your outdoor styling. Upholstered in a neutrally toned outdoor-friendly fabric, this effortlessly comfortable chair brings the best of both form and function wherever it’s placed."
95,Cadie Outdoor Chaise,New Arrivals,New Outdoor,900.0,2021-07-16 13:41:45-06:00,Yes,"We designed the Cadie Outdoor Chaise to give a luxury take on poolside lounging. With quality netting that feels thick and sturdy in a frame of high-quality teak wood, this chaise is made to withstand the weather. Its subtle wood wheel gives aesthetic to the practical details of the chair, and its adjustable back has a smooth transition."
96,Sandstone Taper Candles (Set of 12),New Arrivals,New Outdoor,32.0,2021-07-16 13:41:27-06:00,Yes,"Professionally hand-dipped in a sandstone color, the Sandstone Taper Candles are a cozy addition to styling. With a white interior that allows for a clean burn and minimal dripping, each candle burns for approximately eleven hours with a lovely glow."
97,Haugen Braided Indoor / Outdoor Rug,New Arrivals,New Outdoor,180.0,2019-06-04 10:41:23-06:00,Yes,"Durable with a classic weave-like construction for dimension, our Essen Braided Rug lends sophisticated woven texture to both indoor and outdoor spaces. Easy to care for, its neutral color palette anchors your space with refined style.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
98,Hood Dipped Stoneware Planter,New Arrivals,New Outdoor,29.99,2020-10-09 17:20:29-06:00,Yes,"Give personality to your plants with the Hood Dipped Stoneware Planter. Its delicate, carved lines add dimensional pattern to the piece, and its stoneware bottom adds texture that grounds the planter with earthy style."
99,Edelman Produce Bowl,New Arrivals,New Outdoor,48.0,2020-02-26 15:15:07-07:00,Yes,"With a tonal green-gray color, the Edelman Produce Bowl adds dimension to your kitchen decor filled with your favorite produce, or simply styled alone. Crafted from ceramic and finished with a smooth glaze, its simple details add just the right amount of visual interest."
100,Elowyn Outdoor Chair,New Arrivals,New Outdoor,1800.0,2020-10-20 09:30:32-06:00,Yes,"Designed with high-quality teak wood, Sunbrella fabric, and poly wicker, the Elowyn Outdoor Chair is an all-weather lounge piece created to be both durable and beautiful. With stunning, high-grade poly wicker caning set in windows of teak wood, this piece has an organic, coastal feel, finished with a complementing sunbrella fabric cushion and removable pillow."
101,Tivoli Outdoor Lounge Chair,New Arrivals,New Outdoor,1500.0,2020-12-18 14:32:47-07:00,Yes,"With an on trend laid back design, the Tivoli Outdoor Lounge Chair brings straight from the beach design right to your backyard. Crafted from aluminum and hand-painted with a rattan finish, this chair features wicker-wrapped joints paired with crisp white outdoor-friendly cushions for effortlessly comfortable al fresco lounging."
102,White Footed Pot,New Arrivals,New Outdoor,78.0,2021-06-08 10:01:59-06:00,Yes,"Scalloped edges detail the top of this White Footed Pot, completing its curved form with a whimsical touch. With its white matte finish, this piece offers a clean but classic appearance that is easily styled with a variety of greenery."
103,Midland Taupe Indoor/Outdoor Rug,New Arrivals,New Outdoor,45.0,2021-03-15 13:20:10-06:00,Yes,"Understated and durable, the Midland Taupe Indoor / Outdoor Rug has a flat woven pile that has a rich texture and is easy to maintain. Crafted from weather-resistant fibers in a simple motif, this versatile rug adds a mature touch to patios, dining spaces, and mudrooms. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
104,Newell Outdoor Dining Table,New Arrivals,New Outdoor,2000.0,2020-12-18 14:32:33-07:00,Yes,"Make outdoor dining beautiful with the timeless form of the Newell Outdoor Dining Table. Crafted from planks of teak, and finished in a gray or brown hue, this table draws the eye with its architecturally inspired angled base, while its large form brings the family together for all sorts of memories and occasions."
